Time,Mean,StDev,SEM,Group
11.333,0.009599998593330383,0.015300000086426735,0.0044,2
11.667,0.009900003671646118,0.016599999740719795,0.0048,2
12.0,0.009599998593330383,0.01590000092983246,0.0046,2
12.333,0.00939999520778656,0.01590000092983246,0.0056,2
12.667,0.009700000286102295,0.015799999237060547,0.0046,2
13.0,0.010099999606609344,0.01640000008046627,0.0047,2
13.333,0.00939999520778656,0.016100000590085983,0.0057,2
13.667,0.009499996900558472,0.016300000250339508,0.0058,2
14.0,0.008899994194507599,0.015599999576807022,0.0045,2
14.333,0.009300000965595245,0.01590000092983246,0.0046,2
14.667,0.009500004351139069,0.016300000250339508,0.0047,2
15.0,0.009700000286102295,0.01640000008046627,0.0047,2
15.333,0.009599998593330383,0.016100000590085983,0.0057,2
15.667,0.010100007057189941,0.016899999231100082,0.0049,2
16.0,0.009900003671646118,0.01679999940097332,0.0048,2
16.333,0.010200001299381256,0.016599999740719795,0.0059,2
16.667,0.009499996900558472,0.016499999910593033,0.0058,2
17.0,0.009800001978874207,0.01679999940097332,0.0048,2
17.333,0.009499996900558472,0.01720000058412552,0.005,2
17.667,0.009900003671646118,0.017100000753998756,0.0049,2
18.0,0.009899996221065521,0.017000000923871994,0.0049,2
18.333,0.010099999606609344,0.01720000058412552,0.0061,2
18.667,0.009899996221065521,0.017100000753998756,0.0049,2
19.0,0.009700000286102295,0.017100000753998756,0.0049,2
19.333,0.010200001299381256,0.017500000074505806,0.0062,2
19.667,0.009899996221065521,0.01730000041425228,0.0061,2
20.0,0.009999997913837433,0.016899999231100082,0.0049,2
20.333,0.009900003671646118,0.01730000041425228,0.005,2
20.667,0.010200001299381256,0.01759999990463257,0.0051,2
21.0,0.01000000536441803,0.01759999990463257,0.0051,2
21.333,0.010300002992153168,0.01730000041425228,0.0061,2
0.0,0.0867999941110611,0.1031000018119812,0.0298,8
0.333,0.08570000529289246,0.10159999877214432,0.0293,8
0.667,0.08869999647140503,0.10300000011920929,0.0364,8
1.0,0.08819999545812607,0.10109999775886536,0.0357,8
1.333,0.08629999309778214,0.0997999981045723,0.0288,8
1.667,0.08399999141693115,0.09920000284910202,0.0286,8
2.0,0.08720000088214874,0.1006999984383583,0.0291,8
2.333,0.08620000630617142,0.10119999945163727,0.0292,8
2.667,0.08689999580383301,0.10100000351667404,0.0357,8
3.0,0.08559999614953995,0.10140000283718109,0.0293,8
3.333,0.08720000088214874,0.10189999639987946,0.0294,8
3.667,0.08399999141693115,0.1005999967455864,0.0356,8
4.0,0.08430000394582748,0.10080000013113022,0.0356,8
4.333,0.0836000069975853,0.1006999984383583,0.0291,8
4.667,0.0836000069975853,0.10100000351667404,0.0292,8
5.0,0.08429999649524689,0.10090000182390213,0.0291,8
5.333,0.08529999852180481,0.10109999775886536,0.0292,8
5.667,0.08460000157356262,0.10119999945163727,0.0358,8
6.0,0.08419999480247498,0.10109999775886536,0.0292,8
6.333,0.08240000903606415,0.10090000182390213,0.0291,8
6.667,0.08290000259876251,0.10140000283718109,0.0359,8
7.0,0.08389999717473984,0.10130000114440918,0.0358,8
7.333,0.08220000565052032,0.10000000149011612,0.0289,8
7.667,0.08020000159740448,0.10000000149011612,0.0289,8
8.0,0.08059999346733093,0.09929999709129333,0.0287,8
8.333,0.08070000261068344,0.09950000047683716,0.0287,8
8.667,0.08020000159740448,0.09929999709129333,0.0351,8
9.0,0.07999999076128006,0.09960000216960907,0.0288,8
9.333,0.07930000126361847,0.0982000008225441,0.0283,8
9.667,0.07919999957084656,0.09889999777078629,0.035,8
10.0,0.07829999923706055,0.09860000014305115,0.0349,8
10.333,0.07840000092983246,0.09690000116825104,0.028,8
10.667,0.07679999619722366,0.09709999710321426,0.028,8
11.0,0.07739999145269394,0.09709999710321426,0.028,8
11.333,0.07799999415874481,0.09730000048875809,0.0281,8
11.667,0.07650000602006912,0.09619999676942825,0.034,8
12.0,0.07649999856948853,0.09619999676942825,0.0278,8
12.333,0.07580000162124634,0.09679999947547913,0.0279,8
12.667,0.07519999146461487,0.09570000320672989,0.0338,8
13.0,0.07569999992847443,0.09549999982118607,0.0338,8
13.333,0.07449999451637268,0.09520000219345093,0.0275,8
13.667,0.07559999823570251,0.0949999988079071,0.0274,8
14.0,0.07419999688863754,0.0940999984741211,0.0272,8
14.333,0.07420000433921814,0.09369999915361404,0.027,8
14.667,0.07569999992847443,0.09399999678134918,0.0332,8
15.0,0.07639999687671661,0.094200000166893,0.0272,8
15.333,0.07600000500679016,0.09430000185966492,0.0272,8
15.667,0.07510000467300415,0.09430000185966492,0.0333,8
16.0,0.07729999721050262,0.09480000287294388,0.0335,8
16.333,0.0779000073671341,0.09430000185966492,0.0272,8
16.667,0.07840000092983246,0.09539999812841415,0.0275,8
17.0,0.0812000036239624,0.0949999988079071,0.0274,8
17.333,0.08419999480247498,0.09520000219345093,0.0275,8
17.667,0.08579999953508377,0.09380000084638596,0.0332,8
18.0,0.09070000052452087,0.0934000015258789,0.027,8
18.333,0.09519999474287033,0.09380000084638596,0.0271,8
18.667,0.09939999878406525,0.0934000015258789,0.033,8
19.0,0.10589999705553055,0.09279999881982803,0.0328,8
19.333,0.11209999769926071,0.09160000085830688,0.0264,8
19.667,0.11659999936819077,0.09040000289678574,0.0261,8
20.0,0.1256999894976616,0.09070000052452087,0.0262,8
20.333,0.1356000080704689,0.0892999991774559,0.0258,8
20.667,0.1444000080227852,0.08739999681711197,0.0309,8
21.0,0.15529999881982803,0.08569999784231186,0.0247,8
21.333,0.16929999738931656,0.08250000327825546,0.0238,8
0.0,0.011399999260902405,0.022700000554323196,0.008,1
0.333,0.01470000296831131,0.025200000032782555,0.0089,1
0.667,0.015000000596046448,0.026200000196695328,0.0076,1
1.0,0.015299998223781586,0.026100000366568565,0.0075,1
1.333,0.015399999916553497,0.026100000366568565,0.0075,1
1.667,0.01590000092983246,0.026100000366568565,0.0075,1
2.0,0.01590000092983246,0.026100000366568565,0.0092,1
2.333,0.01590000092983246,0.02630000002682209,0.0076,1
2.667,0.016399994492530823,0.026399999856948853,0.0076,1
3.0,0.015999995172023773,0.026599999517202377,0.0094,1
3.333,0.016499996185302734,0.026599999517202377,0.0094,1
3.667,0.016599997878074646,0.02669999934732914,0.0077,1
4.0,0.01600000262260437,0.026599999517202377,0.0077,1
4.333,0.01640000194311142,0.026900000870227814,0.0078,1
4.667,0.016699999570846558,0.027300000190734863,0.0079,1
5.0,0.01720000058412552,0.027499999850988388,0.0097,1
5.333,0.01650000363588333,0.027499999850988388,0.0079,1
5.667,0.01640000194311142,0.027699999511241913,0.008,1
6.0,0.016599997878074646,0.02810000069439411,0.0099,1
6.333,0.01650000363588333,0.027799999341368675,0.0098,1
6.667,0.01680000126361847,0.02810000069439411,0.0081,1
7.0,0.017100006341934204,0.0284000001847744,0.0082,1
7.333,0.017499998211860657,0.02850000001490116,0.0082,1
7.667,0.01650000363588333,0.028599999845027924,0.0083,1
8.0,0.014299996197223663,0.02850000001490116,0.0101,1
8.333,0.01589999347925186,0.0284000001847744,0.0082,1
8.667,0.016199998557567596,0.028599999845027924,0.0083,1
9.0,0.01590000092983246,0.02850000001490116,0.0101,1
9.333,0.01680000126361847,0.029100000858306885,0.0103,1
9.667,0.017099998891353607,0.029100000858306885,0.0084,1
10.0,0.016699999570846558,0.02930000051856041,0.0085,1
10.333,0.015599995851516724,0.02879999950528145,0.0083,1
10.667,0.013099998235702515,0.02850000001490116,0.0082,1
11.0,0.013899996876716614,0.02889999933540821,0.0102,1
11.333,0.015399999916553497,0.028999999165534973,0.0084,1
11.667,0.015699997544288635,0.02879999950528145,0.0083,1
12.0,0.015799999237060547,0.028699999675154686,0.0101,1
12.333,0.015999995172023773,0.028999999165534973,0.0103,1
12.667,0.015799999237060547,0.02889999933540821,0.0083,1
13.0,0.01640000194311142,0.028699999675154686,0.0083,1
13.333,0.014699995517730713,0.029100000858306885,0.0084,1
13.667,0.014100000262260437,0.029100000858306885,0.0084,1
14.0,0.013899996876716614,0.028699999675154686,0.0101,1
14.333,0.01470000296831131,0.028699999675154686,0.0083,1
14.667,0.014600001275539398,0.028599999845027924,0.0083,1
15.0,0.015399999916553497,0.028599999845027924,0.0101,1
15.333,0.015299998223781586,0.02850000001490116,0.0101,1
15.667,0.015700004994869232,0.028599999845027924,0.0083,1
16.0,0.016100004315376282,0.028999999165534973,0.0084,1
16.333,0.014400005340576172,0.028699999675154686,0.0083,1
16.667,0.012599997222423553,0.0284000001847744,0.0082,1
17.0,0.013899996876716614,0.028599999845027924,0.0101,1
17.333,0.014699995517730713,0.029100000858306885,0.0084,1
17.667,0.01510000228881836,0.028599999845027924,0.0083,1
18.0,0.015099994838237762,0.0284000001847744,0.01,1
18.333,0.015399999916553497,0.02889999933540821,0.0102,1
18.667,0.015599995851516724,0.028699999675154686,0.0083,1
19.0,0.015399999916553497,0.028699999675154686,0.0083,1
19.333,0.01590000092983246,0.028999999165534973,0.0084,1
19.667,0.016300000250339508,0.02879999950528145,0.0083,1
20.0,0.01659999042749405,0.028699999675154686,0.0101,1
20.333,0.017600007355213165,0.02889999933540821,0.0083,1
20.667,0.018400005996227264,0.02850000001490116,0.0082,1
21.0,0.01979999989271164,0.0284000001847744,0.01,1
21.333,0.02239999920129776,0.02850000001490116,0.0101,1
0.0,0.12150000035762787,0.09300000220537186,0.0268,4
0.333,0.13369999825954437,0.09099999815225601,0.0263,4
0.667,0.1454000025987625,0.09130000323057175,0.0264,4
1.0,0.1574999913573265,0.09059999883174896,0.0262,4
1.333,0.16689998656511307,0.09030000120401382,0.0319,4
1.667,0.17469999194145203,0.09070000052452087,0.0262,4
2.0,0.18280000984668732,0.09130000323057175,0.0264,4
2.333,0.19130001217126846,0.09189999848604202,0.0325,4
2.667,0.20190000534057617,0.09210000187158585,0.0326,4
3.0,0.2110999897122383,0.09189999848604202,0.0265,4
3.333,0.22189998626708984,0.09139999747276306,0.0264,4
3.667,0.23269999027252197,0.08879999816417694,0.0256,4
4.0,0.2493000105023384,0.08669999986886978,0.025,4
4.333,0.2653000131249428,0.08349999785423279,0.0295,4
4.667,0.2839000001549721,0.08290000259876251,0.0239,4
5.0,0.3037000149488449,0.07930000126361847,0.0229,4
5.333,0.32419998943805695,0.0771000012755394,0.0273,4
5.667,0.3482999950647354,0.07450000196695328,0.0263,4
6.0,0.3736000061035156,0.07270000129938126,0.021,4
6.333,0.40309999883174896,0.07029999792575836,0.0203,4
6.667,0.4349000006914139,0.06759999692440033,0.0195,4
7.0,0.46560000628232956,0.06539999693632126,0.0189,4
7.333,0.4918000251054764,0.06310000270605087,0.0223,4
7.667,0.5151000171899796,0.061799999326467514,0.0178,4
8.0,0.5343999713659286,0.060600001364946365,0.0175,4
8.333,0.5582999810576439,0.05959999933838844,0.0211,4
8.667,0.5795999765396118,0.05849999934434891,0.0207,4
9.0,0.5992000177502632,0.05660000070929527,0.0163,4
9.333,0.619800016283989,0.05609999969601631,0.0162,4
9.667,0.6367000043392181,0.05510000139474869,0.0159,4
10.0,0.6529999822378159,0.054499998688697815,0.0157,4
10.333,0.6669000089168549,0.05310000106692314,0.0188,4
10.667,0.6789000257849693,0.05209999904036522,0.015,4
11.0,0.6922000274062157,0.05130000039935112,0.0148,4
11.333,0.7051999866962433,0.05040000006556511,0.0178,4
11.667,0.7167000249028206,0.048500001430511475,0.0171,4
12.0,0.7263999879360199,0.046300001442432404,0.0134,4
12.333,0.7345999777317047,0.046799998730421066,0.0135,4
12.667,0.7415999919176102,0.04639999940991402,0.0134,4
13.0,0.7495999932289124,0.04580000042915344,0.0132,4
13.333,0.7568999826908112,0.04529999941587448,0.016,4
13.667,0.7635000199079514,0.04450000077486038,0.0128,4
14.0,0.7697999849915504,0.043800000101327896,0.0126,4
14.333,0.7766000330448151,0.04270000010728836,0.0151,4
14.667,0.7822000086307526,0.041600000113248825,0.0147,4
15.0,0.7892999798059464,0.041200000792741776,0.0119,4
15.333,0.7950999885797501,0.03959999978542328,0.0114,4
15.667,0.8001999855041504,0.038600001484155655,0.0111,4
16.0,0.8067000061273575,0.03759999945759773,0.0109,4
16.333,0.8104000091552734,0.03629999980330467,0.0128,4
16.667,0.8155999928712845,0.03610000014305115,0.0104,4
17.0,0.8203000128269196,0.035100001841783524,0.0101,4
17.333,0.825699970126152,0.03500000014901161,0.0124,4
17.667,0.8303999975323677,0.03500000014901161,0.0124,4
18.0,0.8340000212192535,0.03500000014901161,0.0101,4
18.333,0.8388000205159187,0.03400000184774399,0.0098,4
18.667,0.8429000079631805,0.03400000184774399,0.0098,4
19.0,0.8461000099778175,0.0333000011742115,0.0096,4
19.333,0.8504000082612038,0.034299999475479126,0.0121,4
19.667,0.8539999797940254,0.03319999948143959,0.0096,4
20.0,0.8603999689221382,0.03220000118017197,0.0093,4
20.333,0.8658000156283379,0.03350000083446503,0.0118,4
20.667,0.8721999898552895,0.030700000002980232,0.0109,4
21.0,0.8825000301003456,0.024900000542402267,0.0072,4
21.333,0.8886000290513039,0.026499999687075615,0.0076,4
0.0,0.07840000092983246,0.04619999974966049,0.0133,6
0.333,0.093299999833107,0.0471000000834465,0.0136,6
0.667,0.1062999963760376,0.04899999871850014,0.0173,6
1.0,0.11819999665021896,0.04899999871850014,0.0141,6
1.333,0.12650000303983688,0.0471000000834465,0.0136,6
1.667,0.13449999690055847,0.046300001442432404,0.0164,6
2.0,0.1436000019311905,0.04600000008940697,0.0163,6
2.333,0.153499998152256,0.04699999839067459,0.0136,6
2.667,0.164900004863739,0.0471000000834465,0.0136,6
3.0,0.17490000277757645,0.04600000008940697,0.0133,6
3.333,0.18959999084472656,0.04569999873638153,0.0132,6
3.667,0.20440000295639038,0.04230000078678131,0.015,6
4.0,0.22450000792741776,0.04670000076293945,0.0135,6
4.333,0.24620000272989273,0.04619999974966049,0.0133,6
4.667,0.2719999924302101,0.03840000182390213,0.0136,6
5.0,0.2970000058412552,0.04470000043511391,0.0158,6
5.333,0.32020001113414764,0.04470000043511391,0.0129,6
5.667,0.3383999913930893,0.04340000078082085,0.0125,6
6.0,0.35519999265670776,0.040300000458955765,0.0116,6
6.333,0.3728000074625015,0.03970000147819519,0.0115,6
6.667,0.390299990773201,0.03869999945163727,0.0137,6
7.0,0.4064999744296074,0.03959999978542328,0.0114,6
7.333,0.42350001633167267,0.03880000114440918,0.0112,6
7.667,0.43790002167224884,0.03920000046491623,0.0139,6
8.0,0.4504999965429306,0.039900001138448715,0.0141,6
8.333,0.46459998935461044,0.041200000792741776,0.0119,6
8.667,0.4753999710083008,0.04270000010728836,0.0123,6
9.0,0.4851999953389168,0.04560000076889992,0.0132,6
9.333,0.49459998309612274,0.04769999906420708,0.0138,6
9.667,0.5024000108242035,0.04749999940395355,0.0168,6
10.0,0.5124000161886215,0.04699999839067459,0.0136,6
10.333,0.5165999829769135,0.0502999983727932,0.0145,6
10.667,0.5231999978423119,0.05249999836087227,0.0186,6
11.0,0.528700016438961,0.054999999701976776,0.0194,6
11.333,0.537200003862381,0.0575999990105629,0.0166,6
11.667,0.5438000038266182,0.05889999866485596,0.017,6
12.0,0.5500999987125397,0.06030000001192093,0.0174,6
12.333,0.5582999885082245,0.06509999930858612,0.0188,6
12.667,0.558200016617775,0.06469999998807907,0.0229,6
13.0,0.5662999749183655,0.066600002348423,0.0192,6
13.333,0.570000022649765,0.06849999725818634,0.0198,6
13.667,0.5756000131368637,0.0689999982714653,0.0244,6
14.0,0.5803999677300453,0.07109999656677246,0.0251,6
14.333,0.5852999985218048,0.07169999927282333,0.0207,6
14.667,0.5905999839305878,0.07069999724626541,0.0204,6
15.0,0.5975999981164932,0.07620000094175339,0.022,6
15.333,0.6053000241518021,0.07569999992847443,0.0219,6
15.667,0.6155999898910522,0.0706000030040741,0.025,6
16.0,0.6192000061273575,0.07129999995231628,0.0206,6
16.333,0.6234999895095825,0.07249999791383743,0.0209,6
16.667,0.6290000230073929,0.0722000002861023,0.0255,6
17.0,0.6342000067234039,0.06790000200271606,0.024,6
17.333,0.6407999843358994,0.06840000301599503,0.0197,6
17.667,0.6456000283360481,0.07509999722242355,0.0217,6
18.0,0.6459999978542328,0.0877000018954277,0.0253,6
18.333,0.6582999899983406,0.08309999853372574,0.024,6
18.667,0.6623000204563141,0.08240000158548355,0.0291,6
19.0,0.6465999856591225,0.06849999725818634,0.0198,6
19.333,0.6565999761223793,0.06279999762773514,0.0181,6
19.667,0.6649000123143196,0.06650000065565109,0.0235,6
20.0,0.6692999675869942,0.06610000133514404,0.0234,6
20.333,0.6708999797701836,0.06390000134706497,0.0184,6
20.667,0.6735999956727028,0.06549999862909317,0.0189,6
21.0,0.676099993288517,0.06520000100135803,0.0188,6
21.333,0.6799000278115273,0.06549999862909317,0.0189,6
0.0,0.08720000088214874,0.054099999368190765,0.0191,7
0.333,0.10080000758171082,0.05469999834895134,0.0158,7
0.667,0.11130000650882721,0.05350000038743019,0.0154,7
1.0,0.12239999324083328,0.05209999904036522,0.0184,7
1.333,0.1305999979376793,0.0502999983727932,0.0178,7
1.667,0.13940000534057617,0.04830000177025795,0.0139,7
2.0,0.1494000107049942,0.04780000075697899,0.0138,7
2.333,0.15869999676942825,0.04670000076293945,0.0135,7
2.667,0.17100000381469727,0.044599998742341995,0.0129,7
3.0,0.18379998952150345,0.04479999840259552,0.0158,7
3.333,0.19769999384880066,0.043699998408555984,0.0126,7
3.667,0.21369999647140503,0.0430000014603138,0.0124,7
4.0,0.23400000482797623,0.0421999990940094,0.0149,7
4.333,0.2556000128388405,0.04190000146627426,0.0148,7
4.667,0.2805999889969826,0.036400001496076584,0.0105,7
5.0,0.30519999563694,0.03889999911189079,0.0112,7
5.333,0.32750000059604645,0.03869999945163727,0.0112,7
5.667,0.3466999977827072,0.03849999979138374,0.0111,7
6.0,0.3637000024318695,0.0364999994635582,0.0129,7
6.333,0.38120000064373016,0.03539999946951866,0.0102,7
6.667,0.3977999836206436,0.032999999821186066,0.0095,7
7.0,0.41420000046491623,0.032099999487400055,0.0113,7
7.333,0.42990000545978546,0.030400000512599945,0.0107,7
7.667,0.44449998438358307,0.028699999675154686,0.0083,7
8.0,0.4571000188589096,0.027799999341368675,0.008,7
8.333,0.4702000245451927,0.026599999517202377,0.0077,7
8.667,0.4807000160217285,0.027000000700354576,0.0078,7
9.0,0.48979998379945755,0.0272000003606081,0.0096,7
9.333,0.49880002439022064,0.02800000086426735,0.0081,7
9.667,0.506199985742569,0.02800000086426735,0.0081,7
10.0,0.5139999836683273,0.02930000051856041,0.0104,7
10.333,0.5175000131130219,0.028699999675154686,0.0101,7
10.667,0.5225000008940697,0.029200000688433647,0.0084,7
11.0,0.5287999734282494,0.029899999499320984,0.0086,7
11.333,0.535400003194809,0.031099999323487282,0.009,7
11.667,0.5420000031590462,0.03150000050663948,0.0091,7
12.0,0.5481000244617462,0.03400000184774399,0.012,7
12.333,0.5570999681949615,0.038100000470876694,0.011,7
12.667,0.5592000037431717,0.034699998795986176,0.01,7
13.0,0.5651999711990356,0.03449999913573265,0.0122,7
13.333,0.570000022649765,0.035599999129772186,0.0126,7
13.667,0.5745000094175339,0.03620000183582306,0.0105,7
14.0,0.5800000205636024,0.03530000150203705,0.0102,7
14.333,0.5844999849796295,0.03680000081658363,0.0106,7
14.667,0.5894000232219696,0.036400001496076584,0.0105,7
15.0,0.5949000269174576,0.03909999877214432,0.0138,7
15.333,0.6018999963998795,0.039900001138448715,0.0115,7
15.667,0.607699990272522,0.040699999779462814,0.0117,7
16.0,0.6120000034570694,0.041200000792741776,0.0146,7
16.333,0.6158999800682068,0.04019999876618385,0.0142,7
16.667,0.6206000000238419,0.041600000113248825,0.012,7
17.0,0.6247999966144562,0.041999999433755875,0.0121,7
17.333,0.6302999705076218,0.044199999421834946,0.0128,7
17.667,0.6344999745488167,0.0421999990940094,0.0122,7
18.0,0.6382000148296356,0.04410000145435333,0.0156,7
18.333,0.6420000270009041,0.04230000078678131,0.0122,7
18.667,0.6455999910831451,0.042500000447034836,0.0123,7
19.0,0.6515999808907509,0.044599998742341995,0.0158,7
19.333,0.6544999852776527,0.045099999755620956,0.0159,7
19.667,0.6585000231862068,0.042399998754262924,0.0122,7
20.0,0.6610999777913094,0.04179999977350235,0.0121,7
20.333,0.6633000299334526,0.04089999943971634,0.0118,7
20.667,0.6665000095963478,0.04039999842643738,0.0117,7
21.0,0.6709999814629555,0.04230000078678131,0.015,7
21.333,0.6755000129342079,0.039500001817941666,0.0114,7
0.0,0.09540000557899475,0.06939999759197235,0.02,5
0.333,0.108800008893013,0.06859999895095825,0.0243,5
0.667,0.12139999866485596,0.06909999996423721,0.0244,5
1.0,0.1322999969124794,0.0689999982714653,0.0199,5
1.333,0.14150000363588333,0.06639999896287918,0.0192,5
1.667,0.1495000123977661,0.06509999930858612,0.0188,5
2.0,0.15850000083446503,0.06310000270605087,0.0182,5
2.333,0.16860000044107437,0.06319999694824219,0.0223,5
2.667,0.18079999089241028,0.0617000013589859,0.0178,5
3.0,0.1914999857544899,0.05990000069141388,0.0173,5
3.333,0.20440000295639038,0.05959999933838844,0.0211,5
3.667,0.2184000015258789,0.058400001376867294,0.0206,5
4.0,0.23659998923540115,0.05389999970793724,0.0156,5
4.333,0.25840000063180923,0.05429999902844429,0.0157,5
4.667,0.2827000096440315,0.04820000007748604,0.0139,5
5.0,0.3076000064611435,0.04879999905824661,0.0141,5
5.333,0.33580000698566437,0.045499999076128006,0.0161,5
5.667,0.36319999396800995,0.043299999088048935,0.0125,5
6.0,0.38760000467300415,0.04050000011920929,0.0117,5
6.333,0.40960000455379486,0.03790000081062317,0.0134,5
6.667,0.43019999563694,0.03590000048279762,0.0127,5
7.0,0.45090001076459885,0.03750000149011612,0.0108,5
7.333,0.47050000727176666,0.036400001496076584,0.0105,5
7.667,0.48969997465610504,0.03620000183582306,0.0105,5
8.0,0.5066000074148178,0.035999998450279236,0.0104,5
8.333,0.5244000181555748,0.03669999912381172,0.013,5
8.667,0.5389999747276306,0.03700000047683716,0.0107,5
9.0,0.551999993622303,0.03720000013709068,0.0107,5
9.333,0.5641000121831894,0.037700001150369644,0.0133,5
9.667,0.5743999779224396,0.03889999911189079,0.0138,5
10.0,0.5849000066518784,0.03750000149011612,0.0108,5
10.333,0.5933000147342682,0.038600001484155655,0.0111,5
10.667,0.6005000099539757,0.03909999877214432,0.0113,5
11.0,0.6075999960303307,0.039000000804662704,0.0113,5
11.333,0.6162000000476837,0.04100000113248825,0.0145,5
11.667,0.6240999773144722,0.04149999842047691,0.012,5
12.0,0.6308999955654144,0.0421999990940094,0.0122,5
12.333,0.6372999846935272,0.04349999874830246,0.0154,5
12.667,0.6419000178575516,0.045499999076128006,0.0161,5
13.0,0.6499000191688538,0.04520000144839287,0.013,5
13.333,0.6547000110149384,0.04560000076889992,0.0132,5
13.667,0.660300001502037,0.04610000178217888,0.0133,5
14.0,0.6651999726891518,0.04610000178217888,0.0133,5
14.333,0.6703999936580658,0.04560000076889992,0.0161,5
14.667,0.675900012254715,0.04610000178217888,0.0133,5
15.0,0.6815999895334244,0.0471000000834465,0.0136,5
15.333,0.6865999847650528,0.04659999907016754,0.0165,5
15.667,0.6909999847412109,0.045899998396635056,0.0162,5
16.0,0.697500005364418,0.04529999941587448,0.0131,5
16.333,0.7016000151634216,0.04560000076889992,0.0132,5
16.667,0.7059999853372574,0.04450000077486038,0.0128,5
17.0,0.7115000188350677,0.0430000014603138,0.0124,5
17.333,0.7150000184774399,0.042100001126527786,0.0149,5
17.667,0.7182999923825264,0.042899999767541885,0.0124,5
18.0,0.7223999798297882,0.042399998754262924,0.0122,5
18.333,0.7263000085949898,0.042899999767541885,0.0152,5
18.667,0.7298000156879425,0.04360000044107437,0.0154,5
19.0,0.7348000183701515,0.04340000078082085,0.0125,5
19.333,0.738599993288517,0.043800000101327896,0.0126,5
19.667,0.7419999912381172,0.04230000078678131,0.0122,5
20.0,0.7476999834179878,0.0421999990940094,0.0122,5
20.333,0.7509999796748161,0.0414000004529953,0.0146,5
20.667,0.7535000219941139,0.042500000447034836,0.0123,5
21.0,0.7563000097870827,0.0430000014603138,0.0124,5
21.333,0.7650999799370766,0.03889999911189079,0.0138,5
0.0,0.06340000033378601,0.023600000888109207,0.0083,3
0.333,0.07520000636577606,0.02319999970495701,0.0067,3
0.667,0.0851999968290329,0.021800000220537186,0.0063,3
1.0,0.09439999610185623,0.02019999921321869,0.0058,3
1.333,0.1021999940276146,0.01940000057220459,0.0056,3
1.667,0.11149999499320984,0.019099999219179153,0.0068,3
2.0,0.12229999899864197,0.019200000911951065,0.0055,3
2.333,0.13180000334978104,0.01810000091791153,0.0052,3
2.667,0.1453000009059906,0.019099999219179153,0.0068,3
3.0,0.161499984562397,0.01850000023841858,0.0065,3
3.333,0.17820000648498535,0.018699999898672104,0.0054,3
3.667,0.197299987077713,0.017500000074505806,0.0051,3
4.0,0.21770001202821732,0.013299999758601189,0.0038,3
4.333,0.23640001565217972,0.012299999594688416,0.0036,3
4.667,0.252300001680851,0.013500000350177288,0.0048,3
5.0,0.26670001447200775,0.016200000420212746,0.0047,3
5.333,0.2810000032186508,0.01810000091791153,0.0052,3
5.667,0.29500000178813934,0.017999999225139618,0.0064,3
6.0,0.3100999891757965,0.01769999973475933,0.0063,3
6.333,0.32340000569820404,0.01759999990463257,0.0051,3
6.667,0.33580000698566437,0.018400000408291817,0.0053,3
7.0,0.3473000153899193,0.018799999728798866,0.0054,3
7.333,0.3572000116109848,0.01860000006854534,0.0054,3
7.667,0.3654000014066696,0.018799999728798866,0.0066,3
8.0,0.37050001323223114,0.017799999564886093,0.0051,3
8.333,0.3790000006556511,0.01850000023841858,0.0053,3
8.667,0.3854999840259552,0.019500000402331352,0.0069,3
9.0,0.3904999867081642,0.017999999225139618,0.0064,3
